city,country,x1,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x28,x29,x33,x34,x35,x36,x38,x39,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,weekly_groceries,latitude,longitude
Aalborg,Denmark,18.16,1.56,2.67,2.19,4.25,11.75,11.0,16.21,2.87,2.77,2.75,2.77,1.94,1.48,1.62,1.76,10.13,1.77,2.83,3.35,55.87,2.07,36732.96,45020.55,200.33,31.25,33.5,85.55,35.38,89.02,114.73,766.43,535.4,1255.28,1007.17,4324.24,3299.89,3397.46,2.13,97.64999999999999,57.0462626,9.9215263
Setubal,Portugal,10.39,0.71,1.33,1.08,1.9,9.97,8.31,11.94,1.42,1.05,1.47,2.02,1.11,0.92,1.05,0.52,3.12,0.97,2.42,1.87,41.55,2.1,28564.16,27006.11,100.75,35.32,31.39,85.69,31.16,73.86,87.55,701.12,454.43,882.89,1246.44,1558.04,1389.26,1034.89,2.68,59.28,38.5241783,-8.8932341
Bergamo,Italy,15.58,1.31,1.96,2.01,2.97,14.54,9.87,16.27,2.14,1.71,2.26,3.38,1.62,1.36,1.3,0.44,6.23,1.65,2.32,1.56,41.55,2.09,23370.67,26486.76,249.78,28.94,48.86,82.32,33.97,87.82,122.34,675.15,558.3,1558.04,856.92,2302.44,1428.21,1705.19,1.73,86.6,45.756655699999996,9.754219200862249
Maastricht,Netherlands,15.06,1.05,2.02,2.04,1.96,11.6,8.29,28.55,2.85,1.33,1.44,2.66,1.0,0.92,0.78,0.62,6.22,1.24,1.76,3.53,51.93,2.23,26432.23,22851.33,323.27,44.14,32.46,74.44,38.95,105.6,109.93,1125.04,945.21,1731.16,1298.37,4726.07,2596.74,3029.53,1.5,89.62999999999998,50.85798545,5.6969881818221095
Pescara,Italy,18.7,1.22,1.87,2.25,3.23,11.3,7.61,14.37,2.2,1.68,2.0,2.3,1.64,1.9,2.08,0.62,6.23,1.11,2.42,1.56,35.84,2.28,20773.93,20773.93,202.55,31.16,51.91,87.6,33.76,100.75,148.88,571.28,450.1,917.52,657.84,2077.39,1558.04,1320.63,1.91,82.31000000000002,42.3102619,13.95759010584892
Bruges,Belgium,15.58,0.83,1.55,1.82,2.03,10.39,10.08,17.61,1.56,1.77,1.77,1.71,0.93,0.8,1.01,0.49,5.19,1.45,1.48,3.01,20.77,1.9,22851.33,28044.81,169.85,45.44,29.5,86.21,33.76,62.32,109.06,671.0,597.25,998.63,780.75,2830.45,2077.39,2077.39,1.6,76.57000000000001,44.8842379,-0.6111474
Trento,Italy,14.54,1.28,2.19,2.06,2.92,12.33,10.49,22.68,1.72,1.27,2.39,2.25,1.23,1.28,1.58,0.42,7.01,1.32,1.64,1.25,34.07,2.14,28538.19,24582.49,163.75,32.33,63.66,70.98,31.51,79.85,138.49,727.09,545.32,1329.53,1064.66,5539.72,3635.44,1730.67,1.24,88.96,46.1029536,11.12974249416882
Linkoping,Sweden,11.43,1.23,2.03,2.24,2.82,8.07,8.4,16.47,2.64,2.2,2.56,3.38,1.22,1.18,2.7,1.38,11.43,1.67,1.91,2.48,59.54,1.92,20147.74,18353.66,57.28,32.95,38.1,94.76,40.72,114.29,142.87,714.46,611.26,1143.13,904.98,6334.87,3048.36,2729.23,3.0,83.05000000000003,58.4098135,15.6245252
Helsingborg,Sweden,9.53,1.32,2.25,2.25,3.02,7.07,8.1,16.79,2.19,1.6,2.27,3.05,1.12,1.1,2.1,1.62,9.86,1.26,1.41,2.57,97.6,1.91,26196.83,29054.67,76.92,28.53,32.15,78.57,39.03,72.87,127.01,746.85,714.46,1238.4,938.32,3969.22,3810.45,2381.0,2.5,76.5,56.0442098,12.703706
Erlangen,Germany,14.02,1.01,2.42,2.08,2.63,13.55,7.55,25.62,2.26,1.65,2.05,0.82,1.14,1.15,1.34,0.64,6.23,0.56,1.55,2.54,59.41,2.25,25967.42,31160.9,243.99,31.03,26.66,84.76,42.59,89.12,103.87,691.77,553.97,1520.95,994.18,5885.95,3981.67,3558.16,1.64,86.72000000000001,49.5928616,11.0056
Vicenza,Italy,13.5,1.44,2.02,1.6,3.42,10.37,8.89,17.29,2.0,1.81,2.31,3.22,1.27,2.08,1.95,0.49,5.19,1.9,2.34,2.08,41.55,2.17,25084.52,29083.51,249.22,29.07,44.14,97.81,33.24,76.17,103.87,516.75,421.71,1012.73,727.09,2735.23,1627.29,1635.95,2.96,80.75,45.63485905,11.40635425660249
Kristiansand,Norway,15.08,1.84,2.76,3.12,4.15,9.77,12.83,28.4,2.92,2.51,2.78,3.5,2.05,2.09,2.26,1.55,11.56,3.42,4.42,3.37,77.41,2.05,32674.09,28652.66,200.07,49.43,36.75,86.46,33.93,80.43,149.55,888.07,703.75,1709.11,1306.96,4574.37,3393.08,4256.01,2.89,112.59,58.085627599999995,7.93185802875815
Jena,Germany,7.27,1.02,1.44,2.25,2.43,9.49,8.27,8.83,2.77,1.46,2.07,1.78,0.87,0.96,0.93,0.51,5.19,0.69,1.56,2.29,65.13,2.23,28044.81,25967.42,313.23,38.69,25.97,62.32,17.31,96.95,102.14,605.91,381.72,1350.31,848.27,5020.37,4085.54,2739.56,2.25,58.23,50.9281717,11.5879359
Funchal,Portugal,8.31,0.65,1.27,0.93,2.4,6.92,4.8,7.75,1.42,1.2,1.16,1.32,0.91,1.24,1.12,0.75,4.78,1.17,2.23,2.03,36.35,2.11,31680.25,29949.09,80.4,33.24,44.66,65.78,31.03,66.87,79.2,839.61,640.53,1289.71,1038.7,2146.64,1454.18,1075.05,1.98,48.1,32.6496497,-16.9086783
Maidstone,United Kingdom,18.02,1.31,1.66,2.15,3.35,13.21,12.1,12.01,4.28,2.45,3.06,2.41,1.86,1.88,1.07,1.53,9.3,2.12,2.85,3.84,104.43,1.86,28001.72,32420.49,312.19,33.78,55.25,82.89,44.67,74.48,109.32,1666.25,826.81,3346.08,2360.85,3032.97,2582.53,3238.54,3.33,93.77,51.2748258,0.5231646
Winterthur,Switzerland,23.25,1.88,3.9,2.82,6.9,30.29,22.32,32.23,3.54,2.94,2.68,4.39,3.66,3.7,2.79,0.68,13.74,1.78,1.98,3.38,97.75,1.92,31333.29,37766.39,174.59,59.0,102.74,135.06,68.69,145.04,158.52,1677.63,1215.29,2705.12,2007.87,16829.09,12060.41,5988.37,1.43,163.48999999999998,47.4991723,8.7291498
Girona,Spain,12.46,0.92,1.07,1.25,2.6,8.57,8.15,11.17,2.19,2.93,2.06,2.92,1.97,1.09,0.95,1.01,5.19,1.45,1.0,1.45,35.11,1.7,25967.42,20773.93,171.73,43.28,47.48,78.77,30.29,71.41,110.79,670.68,588.59,1298.37,1038.7,3431.85,1878.31,1990.84,3.1,67.95000000000002,41.9793006,2.8199439
Delft,Netherlands,10.39,1.06,2.02,2.07,1.84,11.6,8.29,26.95,2.71,1.33,1.45,2.54,1.0,0.92,0.78,0.62,6.22,1.24,1.82,2.6,54.01,2.16,28953.67,26995.73,229.6,41.7,30.12,77.04,31.16,82.23,134.16,1146.46,654.38,1552.85,1376.27,4501.02,3393.08,2982.83,3.27,83.03,51.999457199999995,4.362724538543995
Eastbourne,United Kingdom,36.04,0.92,1.23,1.8,2.26,7.81,10.49,9.41,2.25,2.22,3.0,1.77,3.0,2.4,1.42,2.4,7.21,2.1,2.46,3.54,75.1,1.83,26425.89,28527.95,192.46,36.04,40.84,61.56,43.54,102.1,126.12,720.71,720.71,1681.65,1441.41,990.97,912.89,2042.0,4.0,97.72999999999999,50.7664372,0.2781546
Leuven,Belgium,15.58,0.95,1.67,2.16,2.4,12.41,9.02,18.09,2.17,1.75,2.03,2.55,1.88,1.05,0.97,0.67,7.27,1.53,2.45,2.6,38.09,1.93,25967.42,28235.24,196.35,43.55,29.16,82.35,36.8,77.9,131.14,842.51,722.29,1351.46,1150.88,5750.57,4079.31,2499.3,2.1,84.14999999999999,50.879202,4.7011675
Klagenfurt,Austria,12.46,1.14,4.33,2.83,3.27,17.92,12.74,16.27,1.95,1.51,2.77,3.38,1.38,1.14,1.58,0.56,6.23,1.06,1.77,2.29,44.66,1.91,28283.71,20140.33,334.98,39.3,42.33,98.68,45.01,86.56,124.64,662.17,534.93,1211.81,882.89,3524.64,3687.37,1717.31,1.97,92.52000000000001,46.623943,14.3075976
Ancona,Italy,15.58,1.27,2.06,1.96,3.15,14.94,9.76,21.79,1.99,1.75,2.21,2.42,1.38,1.73,2.15,0.57,6.23,1.65,1.58,1.45,36.35,2.1,23890.02,34796.34,163.63,30.42,47.39,81.02,33.58,76.6,91.75,489.05,441.45,997.15,701.12,3116.09,2414.97,1483.03,2.03,92.58999999999999,43.480120400000004,13.218790609151764
Maribor,Slovenia,8.31,1.01,1.03,1.27,2.48,8.48,7.92,10.65,1.66,1.69,1.85,2.34,1.41,1.12,1.3,0.62,5.19,1.36,1.78,2.08,30.12,1.57,19735.24,17990.23,215.02,34.11,33.05,74.19,35.49,75.11,85.4,402.49,367.44,798.5,620.62,1934.57,1648.93,1297.22,2.96,59.68999999999998,46.5576439,15.6455854
Bath,United Kingdom,16.22,1.14,1.31,1.84,2.98,6.31,5.49,14.41,1.44,1.1,2.1,2.3,1.58,2.0,0.8,1.54,9.61,3.08,1.92,3.6,90.01,1.84,27627.06,30029.42,290.17,40.64,43.24,81.08,37.54,87.09,111.71,1501.47,960.94,3083.02,2207.16,9423.13,4002.54,3283.22,3.4,75.24999999999999,51.3813864,-2.3596963
Chester,United Kingdom,18.02,1.2,1.66,1.49,2.03,6.91,6.91,8.57,2.08,1.6,1.6,1.92,0.88,1.08,1.28,1.08,9.61,2.03,3.0,3.6,54.65,1.86,25705.18,24023.53,162.64,32.43,41.56,93.09,38.04,84.08,98.1,1271.25,870.85,2522.47,1678.64,2702.65,2642.59,3450.38,2.57,69.95,53.1908873,-2.8908955
Jonkoping,Sweden,9.53,1.27,2.22,2.3,3.16,9.02,8.89,13.32,2.69,2.31,2.4,3.08,1.38,1.24,1.79,1.36,8.1,2.02,2.07,2.86,80.5,1.95,23762.91,23518.94,81.5,27.24,33.14,93.57,34.26,95.02,177.19,796.62,618.96,1435.65,947.21,4232.2,2251.4,2199.2,2.21,76.08,57.7825634,14.165719
Como,Italy,16.62,1.48,1.8,2.6,3.51,20.08,12.81,21.03,2.08,2.02,1.9,2.08,1.84,1.9,1.77,0.74,6.75,1.81,2.86,1.56,33.5,2.19,24409.37,30641.55,192.76,27.7,44.43,107.33,27.7,119.45,138.49,865.58,545.32,1713.85,1159.88,5020.37,2631.36,1661.91,2.6,102.82000000000001,45.939475900000005,9.149410145408947
Lucerne,Switzerland,26.42,1.69,3.65,2.25,6.27,22.19,26.42,72.21,3.46,3.01,3.35,3.5,2.96,2.75,2.11,1.51,10.57,2.22,2.85,4.23,84.54,2.01,30646.39,27476.07,246.09,53.9,83.03,105.68,61.29,121.53,135.62,1409.03,1092.0,2729.99,2403.4,11360.3,8189.98,5298.28,1.5,196.54,47.0505452,8.3054682
Galway,Ireland,14.02,1.41,1.59,1.3,3.0,8.85,8.76,11.62,2.49,1.68,2.46,3.87,1.71,1.52,1.19,1.23,10.39,2.76,3.05,2.49,62.32,1.94,28486.26,29141.93,181.37,49.86,45.29,71.22,28.94,77.9,77.16,1382.76,1100.07,2233.2,1712.09,3957.95,3323.83,2398.92,3.52,79.85000000000001,53.2744122,-9.0490601
Aveiro,Portugal,7.27,0.77,1.2,1.1,2.03,7.52,6.17,8.83,1.56,1.13,1.52,1.72,1.1,1.09,1.11,0.38,3.12,1.39,1.66,2.08,31.16,2.1,20773.93,27006.11,105.84,34.74,32.46,73.88,30.42,60.76,66.86,573.28,510.69,930.5,766.04,2319.76,1506.11,840.68,2.67,49.010000000000005,40.640496,-8.6537841
Gavle,Sweden,10.96,1.21,2.08,2.21,2.86,7.74,9.76,16.19,2.5,2.14,2.5,3.77,1.0,1.05,1.94,1.64,9.05,2.06,1.65,3.67,52.39,1.89,24767.91,27943.29,111.7,35.7,41.68,107.17,42.87,90.5,158.37,738.37,547.75,1738.79,1238.58,2984.85,1873.47,1968.73,2.5,80.66000000000001,60.6750132,17.1467019
Antibes,France,15.58,1.0,1.87,1.66,3.83,30.38,10.25,15.58,2.7,1.93,2.72,3.51,1.74,3.25,1.17,0.46,7.27,2.49,2.08,1.56,40.25,2.06,28252.55,29083.51,168.61,28.9,36.11,101.58,45.01,105.95,142.82,760.85,638.28,1791.75,1298.37,5029.02,3835.39,2867.96,1.6,107.38999999999999,43.5836,7.10905
Walton upon Thames,United Kingdom,26.43,1.17,1.3,1.88,2.68,5.78,7.27,12.6,2.38,2.11,3.23,2.37,1.39,1.41,1.05,0.95,10.51,2.11,3.45,2.1,191.59,1.83,31428.79,24755.05,262.66,38.04,76.88,77.78,39.04,58.06,73.07,3002.94,1341.31,2762.71,2102.06,13278.29,6907.05,2882.82,3.08,86.62000000000002,51.3986043,-0.2527497
Faro,Portugal,9.87,0.66,1.71,1.01,1.84,6.49,4.9,11.42,1.63,1.1,2.09,2.0,1.3,1.24,1.35,0.78,5.19,1.31,1.27,2.41,41.55,2.11,31160.9,27187.88,70.63,36.61,32.2,84.13,30.9,68.81,102.57,779.02,649.19,1477.23,1150.1,2518.84,1800.41,1122.14,2.27,55.89,37.0162727,-7.9351771
Limerick,Ireland,15.58,1.09,1.37,1.14,3.03,7.56,9.08,11.04,1.77,2.03,2.22,2.01,1.47,1.21,0.97,1.05,10.39,2.51,2.78,2.08,69.25,1.98,25448.07,21812.63,161.67,64.55,55.4,46.61,33.24,84.83,77.9,1257.98,952.14,2181.26,1498.69,2849.92,1936.3,3030.73,3.23,75.52,52.661252,-8.6301239
Larnaca,Cyprus,15.58,1.93,1.94,2.39,3.08,11.69,8.06,12.54,2.39,1.94,1.86,2.58,1.28,1.1,0.73,1.09,7.27,1.53,2.66,2.08,41.55,1.59,25448.07,32857.44,202.1,36.35,59.11,93.48,38.66,87.25,98.68,834.15,608.84,1535.79,1106.61,2051.43,1357.72,1199.69,2.71,78.98,34.9236095,33.6236184
Vejle,Denmark,16.76,1.54,1.82,2.33,3.82,11.72,7.68,13.27,2.79,3.07,3.03,3.67,1.62,1.89,2.19,1.07,11.17,1.35,2.79,3.35,55.87,2.0,44624.26,29330.5,227.96,36.06,31.43,85.55,57.61,97.77,139.67,715.8,651.79,1396.69,1099.89,3026.16,2234.7,3452.15,2.0,90.78999999999999,55.7000057,9.5333238
Waterford,Ireland,19.74,1.18,2.13,2.07,3.03,7.85,9.29,10.04,2.56,1.93,2.99,1.97,2.13,1.35,1.04,1.37,12.98,2.32,2.6,2.6,68.03,1.99,30641.55,34311.61,203.36,56.26,45.01,92.0,47.61,99.27,113.22,1036.39,984.81,1811.95,1558.04,3289.21,2886.47,2671.79,3.83,85.97,52.2609997,-7.1119081
Celje,Slovenia,10.39,1.0,1.58,1.43,2.47,10.39,8.14,8.48,1.52,1.24,1.14,2.21,0.62,0.98,1.38,0.88,4.41,1.2,2.41,1.25,20.77,1.45,20509.07,18901.68,260.83,37.39,50.64,75.31,38.09,74.44,86.56,428.46,376.53,813.65,709.78,2215.89,1623.14,1106.81,3.0,59.46000000000002,46.2293889,15.2616828
Tromso,Norway,18.1,1.84,2.45,2.51,3.23,10.52,13.9,28.7,3.0,2.17,3.09,4.07,2.36,2.51,2.36,1.41,15.08,2.84,4.35,3.62,50.27,2.16,35187.48,33511.89,165.17,54.64,37.05,99.87,40.19,104.29,124.94,1055.62,838.22,1991.86,1464.95,6430.37,5184.77,3523.36,2.88,120.14000000000001,69.6516345,18.9558585
Kranj,Slovenia,7.79,1.01,1.14,1.63,2.29,13.76,9.22,11.77,1.45,1.24,1.87,1.9,1.11,0.93,0.99,0.52,5.19,1.13,1.69,1.14,31.16,1.45,20254.58,21526.99,250.19,38.95,38.3,62.32,36.35,74.44,114.26,405.09,319.4,882.89,727.09,2734.89,2423.28,1138.06,3.62,64.94,46.2432635,14.3549501
Paphos,Cyprus,12.46,1.61,1.4,1.81,2.82,9.24,7.11,8.46,2.0,1.29,1.38,1.97,0.73,0.75,0.53,0.71,6.47,1.06,1.74,1.56,41.55,1.54,20254.58,16619.15,126.5,34.05,51.93,68.55,37.0,75.95,92.62,703.12,519.35,1194.5,1046.69,1578.82,1207.48,1212.31,2.75,61.800000000000004,34.7743988,32.4231586
Neuchatel,Switzerland,19.02,1.59,3.17,2.78,5.31,20.78,23.78,43.59,6.69,3.91,2.47,4.4,2.47,3.1,2.29,1.62,10.57,1.87,2.47,4.44,77.14,1.97,25362.53,20078.67,246.84,47.55,65.17,105.68,47.55,108.32,130.34,951.09,816.36,2324.9,1875.77,8982.56,7925.79,5521.63,1.42,159.41,46.9895828,6.9292641
Zug,Switzerland,31.7,1.72,3.32,3.13,5.94,23.99,19.04,49.93,3.89,3.01,5.39,4.5,3.12,2.42,3.42,1.02,12.95,2.01,2.11,3.59,84.01,1.97,36987.02,35930.24,206.23,57.04,101.58,89.83,44.91,123.51,161.16,2021.08,1618.18,4015.73,2906.12,17612.87,12329.01,7910.52,1.12,180.49999999999994,47.1486137,8.5539378
Sliema,Malta,15.58,1.09,1.13,3.08,3.19,9.48,8.76,17.75,3.0,2.27,3.12,2.45,1.78,1.8,1.49,1.1,7.27,1.94,2.64,2.08,27.01,1.42,24928.72,28875.77,111.13,36.35,58.6,72.71,34.13,91.54,108.32,939.77,746.22,1814.99,1281.06,4336.56,3168.02,1390.17,3.71,86.27999999999999,35.9127609,14.5020708
Arese,Italy,15.58,1.17,2.21,2.6,2.27,15.58,8.31,17.31,1.69,1.9,2.18,2.08,1.56,1.73,1.21,0.29,4.15,1.73,2.58,1.56,33.76,2.28,24928.72,19735.24,210.34,29.43,48.76,84.65,31.16,84.83,117.72,571.28,415.48,1038.7,727.09,2700.61,2181.26,1538.57,1.88,83.55000000000003,45.5499106,9.0782851
Wexford,Ireland,15.58,1.37,1.45,1.71,2.08,7.14,6.23,12.08,2.47,3.42,2.49,2.91,1.35,1.31,1.26,1.73,10.39,2.11,2.74,3.38,135.48,1.93,25967.42,30381.88,115.87,28.3,36.35,80.5,27.27,61.28,72.71,1229.12,1073.32,2215.89,1869.65,2386.5,2326.33,1943.23,6.5,77.08000000000001,52.46018745,-6.606515459159162
Southwick,United Kingdom,10.81,1.26,1.04,0.54,2.62,5.66,6.31,12.61,2.37,1.05,2.5,4.54,1.1,0.99,0.81,1.16,8.41,1.41,1.38,2.04,144.14,1.85,19459.06,21020.59,174.95,40.84,35.07,76.07,33.63,81.08,65.06,2132.09,1381.8,4644.55,3243.18,13212.94,6023.3,2538.63,1.5,65.18999999999998,51.2884693,-2.2370228499999962
Gzira,Malta,18.7,1.26,1.67,2.59,2.99,10.11,9.05,15.93,3.3,2.08,3.19,3.38,2.82,3.18,2.08,1.04,10.39,1.91,2.97,2.08,33.76,1.39,24409.37,27006.11,121.42,37.58,77.75,83.84,40.51,93.48,139.36,948.46,807.88,1633.06,1343.81,4544.3,3323.83,1506.11,4.53,95.67,35.9077803,14.4961247
Udine,Italy,12.46,1.24,1.96,1.69,2.53,9.0,6.1,14.28,1.4,1.33,2.44,2.6,0.96,1.14,0.83,0.45,5.19,1.2,1.74,1.48,33.24,2.2,25344.2,27006.11,157.03,30.09,45.44,58.43,52.97,71.41,89.15,436.25,353.16,597.25,488.19,1357.23,934.83,1555.57,1.67,66.80000000000001,46.0634632,13.2358377
Pisa,Italy,12.46,1.22,1.64,1.87,3.49,16.88,8.93,16.1,2.06,1.51,2.18,2.97,2.08,2.22,1.42,0.37,8.31,1.48,2.42,1.56,33.24,2.22,21293.28,27006.11,212.77,29.08,45.33,81.8,54.53,81.02,148.01,571.28,558.3,1090.63,830.96,3635.44,2259.17,1402.24,2.7,87.19000000000003,43.7159395,10.4018624
Hilversum,Netherlands,18.7,1.04,1.97,2.08,2.04,11.6,8.29,28.55,2.8,1.33,1.47,2.63,1.08,0.93,0.8,0.62,6.22,1.24,1.76,3.9,103.87,2.18,30982.24,26659.88,237.16,40.21,58.43,110.79,46.74,111.66,127.76,1217.87,1006.24,1856.67,1558.04,4674.13,4391.96,4414.46,2.87,93.38999999999999,52.2241375,5.1719396
Treviso,Italy,15.58,1.27,2.01,2.01,3.58,13.33,9.35,18.0,1.68,1.81,2.12,2.84,1.2,1.43,0.96,0.58,6.23,1.47,1.91,1.56,38.43,2.08,23370.67,27762.63,173.98,29.85,44.79,77.9,50.64,76.17,121.18,682.94,528.0,1661.91,934.83,3344.6,1904.14,1546.5,2.33,85.45000000000002,45.806691349999994,12.206315763116372
Torrevieja,Spain,12.46,0.93,1.36,1.25,2.21,9.02,6.82,8.93,2.47,1.5,1.61,1.56,1.37,1.23,0.91,0.65,5.19,0.53,1.76,1.56,44.14,1.61,34110.8,41547.87,113.54,26.86,32.46,55.83,23.37,69.25,51.93,467.41,536.66,986.76,865.58,1666.07,1339.92,1272.4,3.0,59.999999999999986,37.9775416,-0.6828446
Guildford,United Kingdom,18.02,1.46,1.75,1.88,3.06,12.7,7.68,13.73,3.01,2.01,2.93,3.37,1.21,1.33,0.71,0.74,8.41,2.48,2.35,3.0,76.27,1.86,22822.36,22371.92,253.34,35.01,38.09,60.16,41.74,73.07,80.48,1571.74,1191.17,2702.65,2582.53,6678.54,6005.88,3780.1,3.61,86.47999999999999,51.2356068,-0.5732063
Lugano,Switzerland,31.7,1.56,3.03,3.83,6.24,24.83,20.61,56.19,3.43,2.27,3.26,4.52,2.38,2.18,2.27,1.16,15.85,1.8,2.78,2.48,84.54,2.0,30646.39,29536.77,181.53,60.24,119.26,113.98,40.51,122.85,137.38,1720.19,1393.62,3073.44,2198.09,13870.13,6382.9,5369.53,1.38,187.11000000000004,46.0050102,8.9520281
Woking,United Kingdom,24.02,1.66,1.18,2.34,2.52,6.83,6.96,13.33,2.5,1.61,2.55,2.88,1.42,1.88,0.93,1.54,9.61,2.79,3.15,3.36,132.13,1.86,27026.48,25224.71,164.02,47.81,76.07,74.07,45.04,89.09,97.1,1321.29,1021.0,2242.2,1941.9,7969.81,6047.92,3489.42,5.57,86.55000000000001,51.3201891,-0.5564726
Portimao,Portugal,8.31,0.71,1.08,1.04,2.19,5.48,4.55,7.01,1.69,1.07,1.27,1.84,0.86,0.97,0.59,0.59,4.15,1.07,1.4,1.56,20.77,2.14,24409.37,22331.98,82.08,24.67,37.99,47.78,17.66,53.67,53.75,631.01,623.22,882.89,948.68,1928.34,1772.64,1390.12,1.96,44.47000000000001,37.1375808,-8.5368426
Canterbury,United Kingdom,15.01,1.04,1.53,3.36,3.0,11.84,8.64,12.81,2.4,1.31,2.6,5.81,1.12,1.14,0.62,1.11,10.48,2.28,3.88,5.41,112.28,1.86,33032.36,33632.95,326.82,41.32,48.05,104.1,51.05,97.1,82.58,1041.02,700.69,1721.69,1501.47,4204.12,3843.77,2613.19,2.33,86.10000000000002,51.2800275,1.0802533
Siena,Italy,15.58,1.42,2.49,2.1,2.7,22.07,11.43,22.07,2.6,1.95,3.05,2.8,2.11,2.04,1.28,0.33,6.23,1.4,1.77,1.56,37.91,2.28,18696.54,14541.75,320.7,31.89,61.54,93.48,57.13,129.84,176.58,744.4,675.15,1256.82,1004.07,5712.83,2596.74,1485.34,2.19,103.65,43.1672254,11.467181161339118
Pordenone,Italy,15.58,1.11,1.77,1.92,3.49,9.61,9.69,17.66,1.8,1.84,2.43,2.82,1.32,1.55,1.35,0.4,5.19,1.27,2.26,1.56,46.74,2.13,24928.72,27979.89,206.8,32.33,43.28,69.74,32.5,70.76,103.87,546.35,469.49,851.73,675.15,1514.77,1211.81,1539.93,2.46,80.79999999999998,45.9562503,12.6597197
Haugesund,Norway,15.37,1.9,2.36,1.84,3.65,10.55,12.66,28.33,2.45,2.0,2.65,2.6,1.68,2.18,2.16,1.62,14.58,3.41,3.31,1.51,50.27,2.05,37680.77,33779.98,175.13,58.43,43.43,74.38,37.68,76.39,120.62,703.75,552.95,1306.93,1080.73,2473.18,2243.39,3310.2,2.57,111.99000000000001,59.46824785,5.082761213563481
